Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,Tvoja celoletna BRUTO kompenzacija,Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/16/2023 11:59:02,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), TypeScript, Go, flutter",spletni razvijalec/ka (front-end),5 - 6 let,4 - 5 let,moški,26-30,gorenjska regija
10/16/2023 11:59:22,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,Slovenija,Slovenija,4 - 5 let,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP",spletni razvijalec/ka (full-stack),9 - 10 let,7 - 8 let,ne želim odgovoriti,26-30,gorenjska regija
10/16/2023 11:59:24,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,da,0,pod 499€,v zadnjem letu nisem imel/a nobenega naročnika,,,PHP,spletni razvijalec/ka (back-end),1 - 2 leti,1 - 2 leti,moški,26-30,savinjska regija
10/16/2023 11:59:43,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 15000€,"tujina, ZDA",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Python, PHP, TypeScript, Scala, Bash",DevOps,4 - 5 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/16/2023 11:59:53,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,Slovenija,Slovenija,7 - 8 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, C++",spletni razvijalec/ka (full-stack),več kot 10 let,9 - 10 let,moški,31-40,podravska regija
10/16/2023 12:00:53,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 15000€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, TypeScript, Ruby, Swift, Objective-C, Go",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,tujina
10/16/2023 12:01:05,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"HTML/CSS (sass/scss/...), Python, Dart",razvijalec/ka mobilnih aplikacij (Android),3 - 4 leta,2 - 3 leta,moški,19-25,primorsko-notranjska regija
10/16/2023 12:01:10,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,65000€ - 69999€,Slovenija,Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,da,1,2500€ - 2999€,100%,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL",produktni/projektni vodja (PM),4 - 5 let,manj kot 1 leto,moški,31-40,osrednjeslovenska regija
10/16/2023 12:01:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,60000€ - 64999€,"tujina, ZDA",Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"SQL, Java, Python, C, Go, Bash",specialist/ka strojnega učenja,8 - 9 let,7 - 8 let,moški,26-30,osrednjeslovenska regija
10/16/2023 12:01:47,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,2 - 4,2000€ - 2499€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",vodja razvoja (CTO),5 - 6 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/16/2023 12:01:55,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 15000€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, C#",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,41-50,savinjska regija
10/16/2023 12:02:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 15000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, TypeScript",razvijalec/ka namiznih aplikacij,4 - 5 let,2 - 3 leta,moški,26-30,jugovzhodna regija
10/16/2023 12:02:10,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,60000€ - 64999€,"tujina, ZDA","tujina, ZDA",več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/16/2023 12:02:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,65000€ - 69999€,Slovenija,Slovenija,4 - 5 let,"da, za polni delovni čas",ne,ne,,,,,,"SQL, Java",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/16/2023 12:02:47,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,70000€ - 74999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Swift, Kotlin",razvijalec/ka mobilnih aplikacij (iOS),7 - 8 let,6 - 7 let,moški,31-40,podravska regija
10/16/2023 12:03:13,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, TypeScript, Bash",spletni razvijalec/ka (full-stack),3 - 4 leta,1 - 2 leti,moški,19-25,primorsko-notranjska regija
10/16/2023 12:03:17,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, Evropska unija","tujina, ZDA",5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Bash, Pro*C",sistemski integrator/ka,7 - 8 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
10/16/2023 12:03:32,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,15001€ - 19999€,Slovenija,Slovenija,4 - 5 let,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (full-stack),6 - 7 let,4 - 5 let,moški,26-30,pomurska regija
10/16/2023 12:03:34,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",20 ur (polovični delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C, TypeScript, Bash, Rust",razvijalec/ka namiznih aplikacij,8 - 9 let,3 - 4 leta,moški,19-25,osrednjeslovenska regija
10/16/2023 12:03:40,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (full-stack),5 - 6 let,3 - 4 leta,moški,31-40,podravska regija
10/16/2023 12:04:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,65000€ - 69999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,da,1,1500€ - 1999€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#",spletni razvijalec/ka (back-end),več kot 10 let,8 - 9 let,moški,26-30,osrednjeslovenska regija
10/16/2023 12:04:50,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, C",spletni razvijalec/ka (full-stack),5 - 6 let,4 - 5 let,moški,31-40,osrednjeslovenska regija
10/16/2023 12:04:54,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,50000€ - 54999€,"tujina, Evropska unija","tujina, ZDA",7 - 8 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, Python, C++",spletni razvijalec/ka (back-end),več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 12:05:35,redno zaposlen/a,,,pogodba za nedoločen čas,drugo,3000€ - 3499€,45000€ - 49999€,"tujina, Evropska unija","tujina, Evropska unija",3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, PHP, Go, Perl",spletni razvijalec/ka (full-stack),6 - 7 let,5 - 6 let,moški,31-40,pomurska regija
10/16/2023 12:05:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,70000€ - 74999€,"tujina, Evropska unija",Slovenija,5 - 6 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, Java, C#, Kotlin",razvijalec/ka mobilnih aplikacij (Android),9 - 10 let,8 - 9 let,moški,31-40,koroška regija
10/16/2023 12:05:56,delo opravljam prek s. p.,,,,,,,,,,,,,1,4500€ - 4999€,100%,Slovenija,Slovenija,"SQL, Java, Python, Bash",specialist/ka strojnega učenja,7 - 8 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/16/2023 12:06:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,60000€ - 64999€,"tujina, Evropska unija",Slovenija,7 - 8 let,"da, a manj kot polni delovni čas",ne,da,2 - 4,1000€ - 1499€,85 - 99%,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, TypeScript, Go",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/16/2023 12:06:50,delo opravljam prek s. p.,,,,,,,,,,,,,5 - 9,3500€ - 3999€,25 - 40,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...)",drugo,več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/16/2023 12:06:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, Evropska unija",Slovenija,4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Java, Python",spletni razvijalec/ka (back-end),4 - 5 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/16/2023 12:07:01,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,40000€ - 44999€,Slovenija,Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",ne,da,1,8000€ - 8499€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, C++, C, Swift, Kotlin",razvijalec/ka mobilnih aplikacij (Android),4 - 5 let,4 - 5 let,moški,26-30,savinjska regija
10/16/2023 12:07:06,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3000€ - 3499€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, C",spletni razvijalec/ka (full-stack),7 - 8 let,5 - 6 let,moški,31-40,jugovzhodna regija
10/16/2023 12:07:18,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 15000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",da,ne,,,,,,,drugo,3 - 4 leta,manj kot 1 leto,moški,19-25,gorenjska regija
10/16/2023 12:08:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/16/2023 12:08:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,Slovenija,Slovenija,več kot 10 let,"da, za polni delovni čas",ne,ne,,,,,,"SQL, C#",DevOps,več kot 10 let,več kot 10 let,moški,41-50,gorenjska regija
10/16/2023 12:09:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Swift, Kotlin",razvijalec/ka mobilnih aplikacij (iOS),4 - 5 let,4 - 5 let,ženska,26-30,osrednjeslovenska regija
10/16/2023 12:10:03,delo opravljam prek s. p.,,,,,,,,,,,,,5 - 9,2500€ - 2999€,40 - 55,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",vodja razvoja (CTO),več kot 10 let,8 - 9 let,moški,26-30,obalno-kraška regija
10/16/2023 12:10:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,20000€ - 24999€,"tujina, drugo",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python",spletni razvijalec/ka (back-end),5 - 6 let,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/16/2023 12:11:03,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),2 - 3 leta,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/16/2023 12:11:35,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,65000€ - 69999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, TypeScript, Go, Bash",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 12:11:39,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, Python",razvijalec/ka s statističnim/matematičnim ozadjem,4 - 5 let,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/16/2023 12:11:43,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,da,2 - 4,pod 499€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 12:12:04,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",manj kot 20 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C, TypeScript, Kotlin, Bash",drugo,3 - 4 leta,1 - 2 leti,ženska,19-25,osrednjeslovenska regija
10/16/2023 12:12:32,dijak/študent (delo opravljam prek študentske napotnice),"13,00€ - 13,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, Go, Kotlin, dart",razvijalec/ka mobilnih aplikacij (Android),4 - 5 let,2 - 3 leta,moški,19-25,jugovzhodna regija
10/16/2023 12:13:24,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,85 - 99%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript, Objective-C, Bash",razvijalec/ka mobilnih aplikacij (iOS),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 12:13:40,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,15001€ - 19999€,Slovenija,Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, C#, Python, C++",razvijalec/ka namiznih aplikacij,1 - 2 leti,manj kot 1 leto,moški,19-25,primorsko-notranjska regija
10/16/2023 12:13:50,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,60000€ - 64999€,"tujina, Evropska unija",Slovenija,5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,1,pod 499€,85 - 99%,"tujina, Evropska unija",Slovenija,"JavaScript, SQL, Java, C++, C, Swift, Objective-C, Kotlin, Bash",razvijalec/ka mobilnih aplikacij (iOS),6 - 7 let,6 - 7 let,moški,26-30,jugovzhodna regija
10/16/2023 12:13:50,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6500€ - 6999€,70 - 84,Slovenija,Slovenija,SQL,produktni/projektni vodja (PM),,,moški,41-50,osrednjeslovenska regija
10/16/2023 12:13:59,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3000€ - 3499€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),več kot 10 let,4 - 5 let,moški,26-30,gorenjska regija
10/16/2023 12:14:43,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4500€ - 4999€,70 - 84,"tujina, ZDA",Slovenija,"JavaScript, SQL, Java, TypeScript",spletni razvijalec/ka (back-end),7 - 8 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/16/2023 12:14:48,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),7 - 8 let,5 - 6 let,ženska,26-30,podravska regija
10/16/2023 12:15:12,dijak/študent (delo opravljam prek študentske napotnice),"10,00€ - 10,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"Python, Bash",sistemski administrator/ka,5 - 6 let,manj kot 1 leto,moški,19-25,pomurska regija
10/16/2023 12:15:28,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,"tujina, ZDA",Slovenija,9 - 10 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, Python, C++, TypeScript",razvijalec/ka iger (gamedev),več kot 10 let,več kot 10 let,moški,31-40,posavska regija
10/16/2023 12:15:51,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),2 - 3 leta,manj kot 1 leto,moški,19-25,posavska regija
10/16/2023 12:16:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,50000€ - 54999€,Slovenija,Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP, TypeScript",spletni razvijalec/ka (front-end),8 - 9 let,8 - 9 let,moški,31-40,osrednjeslovenska regija
10/16/2023 12:16:27,delo opravljam prek s. p.,,,,,,,,,,,,,1,9500€ - 9999€,100%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,6 - 7 let,moški,26-30,osrednjeslovenska regija
10/16/2023 12:16:41,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6500€ - 6999€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript, Bash",spletni razvijalec/ka (full-stack),7 - 8 let,6 - 7 let,moški,26-30,gorenjska regija
10/16/2023 12:16:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,da,1,2000€ - 2499€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript",spletni razvijalec/ka (full-stack),7 - 8 let,3 - 4 leta,moški,26-30,posavska regija
10/16/2023 12:17:00,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,da,1,2000€ - 2499€,100%,Slovenija,Slovenija,"HTML/CSS (sass/scss/...), SQL, Java, pl/sql",razvijalec/ka namiznih aplikacij,več kot 10 let,9 - 10 let,moški,31-40,podravska regija
10/16/2023 12:17:05,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,25000€ - 29999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python",spletni razvijalec/ka (full-stack),5 - 6 let,3 - 4 leta,moški,31-40,osrednjeslovenska regija
10/16/2023 12:17:11,nezaposlen/a,,,,,,,,,,,,,,,,,,Rust,,,več kot 10 let,ženska,do 18 let,gorenjska regija
10/16/2023 12:17:18,nezaposlen/a,,,,,,,,,,,,,,,,,,Rust,,,več kot 10 let,ženska,do 18 let,gorenjska regija
10/16/2023 12:18:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,Slovenija,Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"HTML/CSS (sass/scss/...), C#, TypeScript",drugo,2 - 3 leta,1 - 2 leti,moški,19-25,podravska regija
10/16/2023 12:18:16,dijak/študent (delo opravljam prek študentske napotnice),"12,00€ - 12,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Kotlin, Dart",razvijalec/ka mobilnih aplikacij (iOS),7 - 8 let,2 - 3 leta,ženska,19-25,jugovzhodna regija
10/16/2023 12:19:05,delo opravljam prek s. p.,,,,,,,,,,,,,1,7000€ - 7499€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, TypeScript, Ruby, Bash",spletni razvijalec/ka (back-end),5 - 6 let,5 - 6 let,moški,19-25,osrednjeslovenska regija
10/16/2023 12:19:06,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,30000€ - 34999€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Bash",spletni razvijalec/ka (back-end),4 - 5 let,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/16/2023 12:19:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python",spletni razvijalec/ka (full-stack),4 - 5 let,3 - 4 leta,ženska,26-30,osrednjeslovenska regija
10/16/2023 12:19:53,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,,Slovenija,Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Python",specialist/ka strojnega učenja,4 - 5 let,2 - 3 leta,ženska,26-30,osrednjeslovenska regija
10/16/2023 12:20:04,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, Bash",spletni razvijalec/ka (full-stack),9 - 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/16/2023 12:20:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,"tujina, ZDA","tujina, drugo",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",spletni razvijalec/ka (front-end),2 - 3 leta,1 - 2 leti,moški,19-25,podravska regija
10/16/2023 12:20:54,delo opravljam prek s. p.,,,,,,,,,,,,,1,4500€ - 4999€,100%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),7 - 8 let,5 - 6 let,moški,26-30,pomurska regija
10/16/2023 12:21:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,60000€ - 64999€,"tujina, ZDA","tujina, ZDA",5 - 6 let,"da, a manj kot polni delovni čas",ne,da,2 - 4,1000€ - 1499€,pod 25 %,Slovenija,Slovenija,"JavaScript, SQL, Python, TypeScript, Go, Bash",vodja ekipe (team lead),8 - 9 let,7 - 8 let,moški,26-30,osrednjeslovenska regija
