Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,"Povprečni celoletni BRUTO dodatki (bonusi, delnice, RSU, drugi dodatki...)",Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/1/2024 9:28:10,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,2 - 4,4000€ - 4499€,25 - 40,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (back-end),5 - 6 let,3 - 4 leta,moški,26-30,gorenjska regija
10/1/2024 9:28:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,5000€ - 9999€,Slovenija,Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 9:28:54,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",spletni razvijalec/ka (front-end),2 - 3 leta,1 - 2 leti,ženska,26-30,osrednjeslovenska regija
10/1/2024 9:29:18,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,85 - 99%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,9 - 10 let,ženska,31-40,osrednjeslovenska regija
10/1/2024 9:29:27,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5000€ - 5499€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/1/2024 9:29:33,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5000€ - 5499€,85 - 99%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Ruby",spletni razvijalec/ka (front-end),7 - 8 let,6 - 7 let,moški,31-40,gorenjska regija
10/1/2024 9:29:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,da,5 - 9,pod 499€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, TypeScript",drugo,8 - 9 let,6 - 7 let,moški,26-30,podravska regija
10/1/2024 9:29:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",drugo,več kot 10 let,7 - 8 let,moški,26-30,savinjska regija
10/1/2024 9:29:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,5000€ - 9999€,"tujina, drugo",Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"Python, C++",razvijalec/ka namiznih aplikacij,več kot 10 let,8 - 9 let,moški,31-40,osrednjeslovenska regija
10/1/2024 9:30:38,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP",spletni razvijalec/ka (front-end),9 - 10 let,5 - 6 let,moški,31-40,savinjska regija
10/1/2024 9:30:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,,,6 - 7 let,"da, a manj kot polni delovni čas",ne,da,2 - 4,več kot 10000€,40 - 55,"tujina, ZDA","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP",spletni razvijalec/ka (full-stack),6 - 7 let,6 - 7 let,moški,26-30,jugovzhodna regija
10/1/2024 9:31:00,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, Evropska unija",Slovenija,4 - 5 let,"da, za polni delovni čas",ne,da,1,pod 499€,pod 25 %,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (full-stack),7 - 8 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/1/2024 9:31:10,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5500€ - 5999€,55 - 70,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,41-50,podravska regija
10/1/2024 9:31:47,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#",spletni razvijalec/ka (full-stack),7 - 8 let,5 - 6 let,moški,31-40,posavska regija
10/1/2024 9:32:06,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,55000€ - 59999€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,da,0,pod 499€,v zadnjem letu nisem imel/a nobenega naročnika,Slovenija,Slovenija,Swift,razvijalec/ka mobilnih aplikacij (iOS),8 - 9 let,8 - 9 let,moški,31-40,podravska regija
10/1/2024 9:32:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript, Go",spletni razvijalec/ka (full-stack),4 - 5 let,3 - 4 leta,moški,26-30,podravska regija
10/1/2024 9:32:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, TypeScript",sistemski integrator/ka,8 - 9 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/1/2024 9:32:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,več kot 10 let,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, Bash",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,koroška regija
10/1/2024 9:33:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript",spletni razvijalec/ka (front-end),6 - 7 let,5 - 6 let,moški,26-30,tujina
10/1/2024 9:33:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, TypeScript",spletni razvijalec/ka (front-end),9 - 10 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/1/2024 9:33:48,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Python, Bash",drugo,5 - 6 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 9:33:53,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,Slovenija,"tujina, ZDA",2 - 3 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),3 - 4 leta,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 9:34:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",UI/UX razvijalec/ka,2 - 3 leta,3 - 4 leta,moški,31-40,osrednjeslovenska regija
10/1/2024 9:34:20,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),5 - 6 let,5 - 6 let,moški,26-30,gorenjska regija
10/1/2024 9:34:48,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4000€ - 4499€,85 - 99%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (back-end),8 - 9 let,6 - 7 let,moški,26-30,osrednjeslovenska regija
10/1/2024 9:34:48,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,,"tujina, drugo","tujina, ZDA",5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, C#",administrator/ka podatkovnih sistemov,1 - 2 leti,1 - 2 leti,moški,31-40,osrednjeslovenska regija
10/1/2024 9:35:35,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, Python",spletni razvijalec/ka (back-end),5 - 6 let,1 - 2 leti,moški,26-30,podravska regija
10/1/2024 9:36:00,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,"tujina, Evropska unija",Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,6 - 7 let,moški,31-40,goriška regija
10/1/2024 9:36:05,delo opravljam prek s. p.,,,,,,,,,,,,,1,4500€ - 4999€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, TypeScript, Kotlin",spletni razvijalec/ka (back-end),8 - 9 let,7 - 8 let,moški,26-30,pomurska regija
10/1/2024 9:36:17,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript",spletni razvijalec/ka (full-stack),4 - 5 let,4 - 5 let,moški,31-40,savinjska regija
10/1/2024 9:36:20,delo opravljam prek s. p.,,,,,,,,,,,,,1,več kot 10000€,100%,"tujina, ZDA","tujina, ZDA","Python, Rust",razvijalec/ka s statističnim/matematičnim ozadjem,več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/1/2024 9:36:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, Rust",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,zasavska regija
10/1/2024 9:36:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (back-end),9 - 10 let,9 - 10 let,ženska,31-40,tujina
10/1/2024 9:36:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, drugo",Slovenija,3 - 4 leta,"da, za polni delovni čas",ne,da,2 - 4,1000€ - 1499€,85 - 99%,Slovenija,Slovenija,"HTML/CSS (sass/scss/...), C#, Python",spletni razvijalec/ka (back-end),4 - 5 let,3 - 4 leta,moški,26-30,savinjska regija
10/1/2024 9:37:00,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,6 - 7 let,"da, za polni delovni čas",ne,ne,,,,,,"SQL, C#",razvijalec/ka namiznih aplikacij,več kot 10 let,7 - 8 let,ženska,31-40,jugovzhodna regija
10/1/2024 9:37:00,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, C#",spletni razvijalec/ka (full-stack),5 - 6 let,4 - 5 let,ženska,26-30,ne želim odgovoriti
10/1/2024 9:37:20,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,65000€ - 69999€,"tujina, drugo","tujina, ZDA",2 - 3 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"Java, C#, Scala",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 9:37:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, TypeScript",spletni razvijalec/ka (back-end),5 - 6 let,4 - 5 let,ženska,31-40,gorenjska regija
10/1/2024 9:37:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python",spletni razvijalec/ka (back-end),več kot 10 let,8 - 9 let,ženska,31-40,osrednjeslovenska regija
10/1/2024 9:37:38,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, ZDA","tujina, ZDA",2 - 3 leta,"da, a manj kot polni delovni čas",ne,da,2 - 4,1000€ - 1499€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, Bash",DevOps,8 - 9 let,4 - 5 let,moški,26-30,obalno-kraška regija
10/1/2024 9:37:54,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,5000€ - 9999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, C#, Python, C++, C, Fortran",razvijalec/ka namiznih aplikacij,3 - 4 leta,1 - 2 leti,moški,26-30,podravska regija
10/1/2024 9:38:13,delo opravljam prek s. p.,,,,,,,,,,,,,1,3500€ - 3999€,100%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript, Go",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 9:38:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,5000€ - 9999€,Slovenija,Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,41-50,gorenjska regija
10/1/2024 9:38:18,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6000€ - 6499€,70 - 84,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, Go, Rust",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,41-50,goriška regija
10/1/2024 9:38:20,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, drugo",Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, TypeScript",drugo,1 - 2 leti,1 - 2 leti,moški,31-40,gorenjska regija
10/1/2024 9:38:37,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,Slovenija,Slovenija,5 - 6 let,"da, za polni delovni čas",ne,da,5 - 9,več kot 10000€,70 - 84,"tujina, ZDA","tujina, ZDA","SQL, Python, Scala",svetovalec/ka za specifično tehnologijo,8 - 9 let,6 - 7 let,moški,26-30,obalno-kraška regija
10/1/2024 9:38:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, Evropska unija",Slovenija,9 - 10 let,"da, za polni delovni čas",ne,da,1,2000€ - 2499€,85 - 99%,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, PHP, Delphi",administrator/ka podatkovnih sistemov,več kot 10 let,9 - 10 let,moški,31-40,podravska regija
10/1/2024 9:38:47,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,"tujina, drugo",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",da,da,2 - 4,1500€ - 1999€,pod 25 %,"tujina, ZDA",Slovenija,Python,produktni/projektni vodja (PM),manj kot 1 leto,manj kot 1 leto,moški,31-40,gorenjska regija
10/1/2024 9:38:48,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,5000€ - 9999€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",da,da,5 - 9,1000€ - 1499€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, Bash",DevOps,več kot 10 let,7 - 8 let,moški,31-40,savinjska regija
10/1/2024 9:38:54,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript, Bash, Abap",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 9:39:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6500€ - 6999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript",spletni razvijalec/ka (front-end),4 - 5 let,3 - 4 leta,moški,26-30,tujina
10/1/2024 9:39:23,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, Python",spletni razvijalec/ka (back-end),več kot 10 let,8 - 9 let,ženska,31-40,osrednjeslovenska regija
10/1/2024 9:39:34,dijak/študent (delo opravljam prek študentske napotnice),"12,00€ - 12,99€",20 ur (polovični delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript, Bash",spletni razvijalec/ka (full-stack),4 - 5 let,2 - 3 leta,moški,26-30,gorenjska regija
10/1/2024 9:39:40,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, Bash",produktni/projektni vodja (PM),8 - 9 let,manj kot 1 leto,moški,26-30,goriška regija
10/1/2024 9:40:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,30000€ - 34999€,Slovenija,Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,da,2 - 4,5500€ - 5999€,55 - 70,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, PHP",produktni/projektni vodja (PM),8 - 9 let,6 - 7 let,moški,26-30,primorsko-notranjska regija
10/1/2024 9:40:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,"tujina, ZDA","tujina, ZDA",8 - 9 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java, TypeScript, Angular",spletni razvijalec/ka (front-end),več kot 10 let,8 - 9 let,moški,31-40,obalno-kraška regija
10/1/2024 9:40:36,delo opravljam prek s. p.,,,,,,,,,,,,,1,7500€ - 7999€,100%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript, Bash, Rust",drugo,več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 9:41:01,delo opravljam prek s. p.,,,,,,,,,,,,,1,7500€ - 7999€,100%,"tujina, drugo","tujina, drugo","Python, PHP, C++, C, Rust",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,41-50,podravska regija
10/1/2024 9:41:04,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4500€ - 4999€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript, Kotlin",spletni razvijalec/ka (front-end),7 - 8 let,5 - 6 let,moški,26-30,savinjska regija
10/1/2024 9:41:07,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6500€ - 6999€,70 - 84,"tujina, ZDA","tujina, ZDA",Python,specialist/ka strojnega učenja,3 - 4 leta,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 9:41:16,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,60000€ - 64999€,"tujina, Evropska unija",Slovenija,8 - 9 let,"da, za polni delovni čas",ne,da,1,1000€ - 1499€,pod 25 %,Slovenija,Slovenija,SQL,produktni/projektni vodja (PM),7 - 8 let,manj kot 1 leto,ženska,31-40,osrednjeslovenska regija
